DateTime,Robot_X,Robot_Y,Robot_Angle,Ball_X,Ball_Y
09.02.2024 21:48:45,-0.285506,1.00898,-0.0459848,0.0474272,1.47824
09.02.2024 21:48:45,-0.286437,1.00846,-0.0459892,0.0473816,1.47816
09.02.2024 21:48:45,-0.287188,1.00698,-0.0459892,0.0473816,1.47816
09.02.2024 21:48:45,-0.286601,1.00869,-0.0459848,0.0474272,1.47824
09.02.2024 21:48:45,-0.288012,1.00968,-0.0459848,0.0474272,1.47824
09.02.2024 21:48:45,-0.287835,0.99573,-0.0438197,0.0330967,1.47991
09.02.2024 21:48:45,-0.285785,0.994726,-0.0437739,0.0330923,1.47989
09.02.2024 21:48:45,-0.286524,0.997282,-0.0437605,0.0331922,1.47989
09.02.2024 21:48:45,-0.287432,0.996729,-0.0437739,0.0330923,1.47989
09.02.2024 21:48:46,-0.28589,0.996294,-0.0437739,0.0330923,1.47989
09.02.2024 21:48:46,-0.285002,0.994877,-0.0437967,0.0333417,1.47999
09.02.2024 21:48:46,-0.286866,0.946577,-0.0472322,-0.0151717,1.47848
09.02.2024 21:48:46,-0.287203,0.945957,-0.0472322,-0.0151717,1.47848
09.02.2024 21:48:46,-0.287321,0.947592,-0.047278,-0.0151673,1.4785
09.02.2024 21:48:46,-0.287637,0.944792,-0.047163,-0.0149308,1.47856
09.02.2024 21:48:46,-0.287967,0.947122,-0.0472322,-0.0151717,1.47848
09.02.2024 21:48:46,-0.287217,0.946894,-0.0473318,-0.0152305,1.47764
09.02.2024 21:48:46,-0.279189,0.928607,-0.0442833,-0.0336631,1.47355
09.02.2024 21:48:46,-0.279104,0.92858,-0.0442833,-0.0336631,1.47355
09.02.2024 21:48:46,-0.280482,0.930642,-0.0443328,-0.0336805,1.47277
09.02.2024 21:48:46,-0.280512,0.930969,-0.0443245,-0.0336128,1.47365
09.02.2024 21:48:46,-0.278676,0.930773,-0.0442083,-0.0333769,1.47371
09.02.2024 21:48:47,-0.27901,0.93002,-0.0442999,-0.033368,1.47373
